Gene name,Gene stable ID version,Human gene stable ID,Human gene name
4930415L06Rik,ENSMUSG00000035387.5,ENSG00000224960,PPP4R3C
Gm13043,ENSMUSG00000095409.1,ENSG00000116721,PRAMEF1
Gm13043,ENSMUSG00000095409.1,ENSG00000204479,PRAMEF17
Gm13043,ENSMUSG00000095409.1,ENSG00000270601,PRAMEF5
Gm13043,ENSMUSG00000095409.1,ENSG00000280267,PRAMEF26
Gm13043,ENSMUSG00000095409.1,ENSG00000116726,PRAMEF12
Gm13043,ENSMUSG00000095409.1,ENSG00000187545,PRAMEF10
Gm13043,ENSMUSG00000095409.1,ENSG00000237700,PRAMEF33
Gm13043,ENSMUSG00000095409.1,ENSG00000279804,PRAMEF18
Gm13043,ENSMUSG00000095409.1,ENSG00000204505,PRAMEF9
Gm13043,ENSMUSG00000095409.1,ENSG00000204478,PRAMEF20
Gm13043,ENSMUSG00000095409.1,ENSG00000182330,PRAMEF8
Gm13043,ENSMUSG00000095409.1,ENSG00000120952,PRAMEF2
Gm13043,ENSMUSG00000095409.1,ENSG00000239810,PRAMEF11
Gm13043,ENSMUSG00000095409.1,ENSG00000204481,PRAMEF14
Gm13043,ENSMUSG00000095409.1,ENSG00000204510,PRAMEF7
Gm13043,ENSMUSG00000095409.1,ENSG00000204501,PRAMEF15
Gm13043,ENSMUSG00000095409.1,ENSG00000243073,PRAMEF4
Gm13043,ENSMUSG00000095409.1,ENSG00000204480,PRAMEF19
Gm13043,ENSMUSG00000095409.1,ENSG00000274764,PRAMEF27
Gm13043,ENSMUSG00000095409.1,ENSG00000229571,PRAMEF25
Gm13043,ENSMUSG00000095409.1,ENSG00000232423,PRAMEF6
Gm13043,ENSMUSG00000095409.1,ENSG00000279169,PRAMEF13
Ralb,ENSMUSG00000004451.14,ENSG00000144118,RALB
Nvl,ENSMUSG00000026516.8,ENSG00000143748,NVL
Gm28230,ENSMUSG00000100642.1,ENSG00000170166,HOXD4
Mark2,ENSMUSG00000024969.15,ENSG00000072518,MARK2
Trmt2b,ENSMUSG00000067369.12,ENSG00000188917,TRMT2B
Hoxd3,ENSMUSG00000079277.9,ENSG00000128652,HOXD3
Zfp385a,ENSMUSG00000000552.10,ENSG00000161642,ZNF385A
Gm13040,ENSMUSG00000070616.13,ENSG00000116721,PRAMEF1
Gm13040,ENSMUSG00000070616.13,ENSG00000204479,PRAMEF17
Gm13040,ENSMUSG00000070616.13,ENSG00000270601,PRAMEF5
Gm13040,ENSMUSG00000070616.13,ENSG00000280267,PRAMEF26
Gm13040,ENSMUSG00000070616.13,ENSG00000116726,PRAMEF12
Gm13040,ENSMUSG00000070616.13,ENSG00000187545,PRAMEF10
Gm13040,ENSMUSG00000070616.13,ENSG00000237700,PRAMEF33
Gm13040,ENSMUSG00000070616.13,ENSG00000279804,PRAMEF18
Gm13040,ENSMUSG00000070616.13,ENSG00000204505,PRAMEF9
Gm13040,ENSMUSG00000070616.13,ENSG00000204478,PRAMEF20
Gm13040,ENSMUSG00000070616.13,ENSG00000182330,PRAMEF8
Gm13040,ENSMUSG00000070616.13,ENSG00000120952,PRAMEF2
Gm13040,ENSMUSG00000070616.13,ENSG00000239810,PRAMEF11
Gm13040,ENSMUSG00000070616.13,ENSG00000204481,PRAMEF14
Gm13040,ENSMUSG00000070616.13,ENSG00000204510,PRAMEF7
Gm13040,ENSMUSG00000070616.13,ENSG00000204501,PRAMEF15
Gm13040,ENSMUSG00000070616.13,ENSG00000243073,PRAMEF4
Gm13040,ENSMUSG00000070616.13,ENSG00000204480,PRAMEF19
Gm13040,ENSMUSG00000070616.13,ENSG00000274764,PRAMEF27
Gm13040,ENSMUSG00000070616.13,ENSG00000229571,PRAMEF25
Gm13040,ENSMUSG00000070616.13,ENSG00000232423,PRAMEF6
Gm13040,ENSMUSG00000070616.13,ENSG00000279169,PRAMEF13
Ankrd65,ENSMUSG00000078487.8,ENSG00000235098,ANKRD65
Gm13057,ENSMUSG00000096154.1,ENSG00000116721,PRAMEF1
Gm13057,ENSMUSG00000096154.1,ENSG00000204479,PRAMEF17
Gm13057,ENSMUSG00000096154.1,ENSG00000270601,PRAMEF5
Gm13057,ENSMUSG00000096154.1,ENSG00000280267,PRAMEF26
Gm13057,ENSMUSG00000096154.1,ENSG00000116726,PRAMEF12
Gm13057,ENSMUSG00000096154.1,ENSG00000187545,PRAMEF10
Gm13057,ENSMUSG00000096154.1,ENSG00000237700,PRAMEF33
Gm13057,ENSMUSG00000096154.1,ENSG00000279804,PRAMEF18
Gm13057,ENSMUSG00000096154.1,ENSG00000204505,PRAMEF9
Gm13057,ENSMUSG00000096154.1,ENSG00000204478,PRAMEF20
Gm13057,ENSMUSG00000096154.1,ENSG00000182330,PRAMEF8
Gm13057,ENSMUSG00000096154.1,ENSG00000120952,PRAMEF2
Gm13057,ENSMUSG00000096154.1,ENSG00000239810,PRAMEF11
Gm13057,ENSMUSG00000096154.1,ENSG00000204481,PRAMEF14
Gm13057,ENSMUSG00000096154.1,ENSG00000204510,PRAMEF7
Gm13057,ENSMUSG00000096154.1,ENSG00000204501,PRAMEF15
Gm13057,ENSMUSG00000096154.1,ENSG00000243073,PRAMEF4
Gm13057,ENSMUSG00000096154.1,ENSG00000204480,PRAMEF19
Gm13057,ENSMUSG00000096154.1,ENSG00000274764,PRAMEF27
Gm13057,ENSMUSG00000096154.1,ENSG00000229571,PRAMEF25
Gm13057,ENSMUSG00000096154.1,ENSG00000232423,PRAMEF6
Gm13057,ENSMUSG00000096154.1,ENSG00000279169,PRAMEF13
Ninj2,ENSMUSG00000041377.12,ENSG00000171840,NINJ2
BC080695,ENSMUSG00000070618.10,ENSG00000116721,PRAMEF1
BC080695,ENSMUSG00000070618.10,ENSG00000204479,PRAMEF17
BC080695,ENSMUSG00000070618.10,ENSG00000270601,PRAMEF5
BC080695,ENSMUSG00000070618.10,ENSG00000280267,PRAMEF26
BC080695,ENSMUSG00000070618.10,ENSG00000116726,PRAMEF12
BC080695,ENSMUSG00000070618.10,ENSG00000187545,PRAMEF10
BC080695,ENSMUSG00000070618.10,ENSG00000237700,PRAMEF33
BC080695,ENSMUSG00000070618.10,ENSG00000279804,PRAMEF18
BC080695,ENSMUSG00000070618.10,ENSG00000204505,PRAMEF9
BC080695,ENSMUSG00000070618.10,ENSG00000204478,PRAMEF20
BC080695,ENSMUSG00000070618.10,ENSG00000182330,PRAMEF8
BC080695,ENSMUSG00000070618.10,ENSG00000120952,PRAMEF2
BC080695,ENSMUSG00000070618.10,ENSG00000239810,PRAMEF11
BC080695,ENSMUSG00000070618.10,ENSG00000204481,PRAMEF14
BC080695,ENSMUSG00000070618.10,ENSG00000204510,PRAMEF7
BC080695,ENSMUSG00000070618.10,ENSG00000204501,PRAMEF15
BC080695,ENSMUSG00000070618.10,ENSG00000243073,PRAMEF4
BC080695,ENSMUSG00000070618.10,ENSG00000204480,PRAMEF19
BC080695,ENSMUSG00000070618.10,ENSG00000274764,PRAMEF27
BC080695,ENSMUSG00000070618.10,ENSG00000229571,PRAMEF25
BC080695,ENSMUSG00000070618.10,ENSG00000232423,PRAMEF6
BC080695,ENSMUSG00000070618.10,ENSG00000279169,PRAMEF13
Arhgap40,ENSMUSG00000074625.10,ENSG00000124143,ARHGAP40
Thyn1,ENSMUSG00000035443.10,ENSG00000151500,THYN1
Tnfrsf11b,ENSMUSG00000063727.3,ENSG00000164761,TNFRSF11B
Hoxd4,ENSMUSG00000101174.8,ENSG00000170166,HOXD4
4930444P10Rik,ENSMUSG00000067795.13,ENSG00000274443,C8orf89
Polr3k,ENSMUSG00000038628.8,ENSG00000161980,POLR3K
Poglut3,ENSMUSG00000034487.4,ENSG00000178202,POGLUT3
Inafm2,ENSMUSG00000074918.4,ENSG00000259330,INAFM2
Hoxd8,ENSMUSG00000027102.4,ENSG00000175879,HOXD8
Otulinl,ENSMUSG00000056069.10,ENSG00000145569,OTULINL
Brcc3,ENSMUSG00000031201.17,ENSG00000185515,BRCC3
Cyp2d34,ENSMUSG00000094559.2,ENSG00000205702,CYP2D7
Cyp2d34,ENSMUSG00000094559.2,ENSG00000100197,CYP2D6
Cldn7,ENSMUSG00000018569.12,ENSG00000262302,AC003688.1
Adam2,ENSMUSG00000022039.6,ENSG00000104755,ADAM2
Gm49358,ENSMUSG00000112743.1,ENSG00000111696,NT5DC3
4931428F04Rik,ENSMUSG00000014837.15,ENSG00000196123,KIAA0895L
Vps26b,ENSMUSG00000031988.10,ENSG00000151502,VPS26B
Tmem185b,ENSMUSG00000098923.1,ENSG00000226479,TMEM185B
Itga5,ENSMUSG00000000555.8,ENSG00000161638,ITGA5
Nt5dc3,ENSMUSG00000054027.8,ENSG00000111696,NT5DC3
Gm49336,ENSMUSG00000114797.1,ENSG00000139496,NUP58
Aff2,ENSMUSG00000031189.12,ENSG00000155966,AFF2
Lpcat3,ENSMUSG00000004270.13,ENSG00000111684,LPCAT3
AC118710.1,ENSMUSG00000118516.1,ENSG00000205702,CYP2D7
AC118710.1,ENSMUSG00000118516.1,ENSG00000100197,CYP2D6
Exoc3l,ENSMUSG00000043251.6,ENSG00000179044,EXOC3L1
Ptprg,ENSMUSG00000021745.14,ENSG00000144724,PTPRG
Foxo4,ENSMUSG00000042903.8,ENSG00000184481,FOXO4
Ccdc9b,ENSMUSG00000045838.8,ENSG00000188549,CCDC9B
Gapvd1,ENSMUSG00000026867.18,ENSG00000165219,GAPVD1
Dusp21,ENSMUSG00000025043.3,ENSG00000189037,DUSP21
Cacng1,ENSMUSG00000020722.5,ENSG00000108878,CACNG1
Dnmt3c,ENSMUSG00000082079.2,ENSG00000088305,DNMT3B
Dcx,ENSMUSG00000031285.14,ENSG00000077279,DCX
Nol3,ENSMUSG00000014776.7,ENSG00000140939,NOL3
Phlda2,ENSMUSG00000010760.5,ENSG00000181649,PHLDA2
Emg1,ENSMUSG00000004268.11,ENSG00000126749,EMG1
Top1mt,ENSMUSG00000000934.9,ENSG00000184428,TOP1MT
Pex6,ENSMUSG00000002763.16,ENSG00000124587,PEX6
Chst12,ENSMUSG00000036599.10,ENSG00000136213,CHST12
Ptpn20,ENSMUSG00000021940.10,ENSG00000204179,PTPN20
Il2rg,ENSMUSG00000031304.18,ENSG00000147168,IL2RG
Il2rg,ENSMUSG00000031304.18,ENSG00000285171,AL590764.2
Colec10,ENSMUSG00000038591.3,ENSG00000184374,COLEC10
Ago1,ENSMUSG00000041530.17,ENSG00000092847,AGO1
Rab38,ENSMUSG00000030559.8,ENSG00000123892,RAB38
Gm614,ENSMUSG00000090141.1,ENSG00000204165,CXorf65
Mapre1,ENSMUSG00000027479.14,ENSG00000101367,MAPRE1
Gpatch2l,ENSMUSG00000021254.9,ENSG00000089916,GPATCH2L
Gm20489,ENSMUSG00000092463.1,ENSG00000147168,IL2RG
Gm20489,ENSMUSG00000092463.1,ENSG00000285171,AL590764.2
Khdrbs1,ENSMUSG00000028790.13,ENSG00000121774,KHDRBS1
Pip4k2c,ENSMUSG00000025417.8,ENSG00000166908,PIP4K2C
4930550C14Rik,ENSMUSG00000005131.4,ENSG00000166323,C11orf65
Psmd4,ENSMUSG00000005625.15,ENSG00000159352,PSMD4
Usp19,ENSMUSG00000006676.16,ENSG00000172046,USP19
Dtx3,ENSMUSG00000040415.15,ENSG00000178498,DTX3
Slc39a4,ENSMUSG00000063354.7,ENSG00000147804,SLC39A4
Fabp12,ENSMUSG00000027530.15,ENSG00000197416,FABP12
Nupl1,ENSMUSG00000063895.7,ENSG00000139496,NUP58
Notch3,ENSMUSG00000038146.8,ENSG00000074181,NOTCH3
Atp8a2,ENSMUSG00000021983.16,ENSG00000132932,ATP8A2
Strn,ENSMUSG00000024077.15,ENSG00000115808,STRN
Rpl9-ps1,ENSMUSG00000081906.2,ENSG00000163682,RPL9
Aox1,ENSMUSG00000063558.4,ENSG00000138356,AOX1
Ntn5,ENSMUSG00000070564.15,ENSG00000142233,NTN5
Grifin,ENSMUSG00000036586.6,ENSG00000275572,GRIFIN
Ccl3,ENSMUSG00000000982.5,ENSG00000277632,CCL3
Ccl3,ENSMUSG00000000982.5,ENSG00000276085,CCL3L3
Ccl3,ENSMUSG00000000982.5,ENSG00000275385,CCL18
Adamts20,ENSMUSG00000022449.14,ENSG00000173157,ADAMTS20
Cacng4,ENSMUSG00000020723.3,ENSG00000075461,CACNG4
Uts2b,ENSMUSG00000056423.7,ENSG00000188958,UTS2B
Gpr160,ENSMUSG00000037661.14,ENSG00000173890,GPR160
Mrpl20,ENSMUSG00000029066.12,ENSG00000242485,MRPL20
Fes,ENSMUSG00000053158.10,ENSG00000182511,FES
Olfr1016,ENSMUSG00000075209.3,ENSG00000174914,OR9G1
Rdh8,ENSMUSG00000053773.5,ENSG00000080511,RDH8
Rpl7,ENSMUSG00000043716.13,ENSG00000147604,RPL7
Tmem9,ENSMUSG00000026411.17,ENSG00000116857,TMEM9
Ccl4,ENSMUSG00000018930.3,ENSG00000276070,CCL4L2
Ccl4,ENSMUSG00000018930.3,ENSG00000275302,CCL4
Gtpbp1,ENSMUSG00000042535.9,ENSG00000100226,GTPBP1
Ptp4a2,ENSMUSG00000028788.14,ENSG00000184007,PTP4A2
Tspoap1,ENSMUSG00000034156.16,ENSG00000005379,TSPOAP1
Klhdc9,ENSMUSG00000045259.4,ENSG00000162755,KLHDC9
Srsf10,ENSMUSG00000028676.17,ENSG00000188529,SRSF10
Zc3h13,ENSMUSG00000022000.11,ENSG00000123200,ZC3H13
Pfdn2,ENSMUSG00000006412.10,ENSG00000143256,PFDN2
Serinc3,ENSMUSG00000017707.9,ENSG00000132824,SERINC3
Pheta1,ENSMUSG00000044134.9,ENSG00000198324,PHETA1
Gnmt,ENSMUSG00000002769.9,ENSG00000124713,GNMT
Slc32a1,ENSMUSG00000037771.11,ENSG00000101438,SLC32A1
Ss18l1,ENSMUSG00000039086.9,ENSG00000184402,SS18L1
Mal2,ENSMUSG00000024479.3,ENSG00000147676,MAL2
Atxn7l2,ENSMUSG00000048997.17,ENSG00000162650,ATXN7L2
Siah3,ENSMUSG00000091722.2,ENSG00000215475,SIAH3
Washc1,ENSMUSG00000024101.15,ENSG00000181404,WASHC1
Scai,ENSMUSG00000035236.17,ENSG00000173611,SCAI
Ccnl2,ENSMUSG00000029068.16,ENSG00000221978,CCNL2
Cby2,ENSMUSG00000034913.10,ENSG00000174015,CBY2
Cry2,ENSMUSG00000068742.11,ENSG00000121671,CRY2
Olfr1019,ENSMUSG00000075208.6,ENSG00000172459,OR5AR1
Myo1h,ENSMUSG00000066952.11,ENSG00000174527,MYO1H
Rergl,ENSMUSG00000092164.2,ENSG00000111404,RERGL
Tmem35a,ENSMUSG00000033578.7,ENSG00000126950,TMEM35A
Olfr1020,ENSMUSG00000046975.7,ENSG00000172464,OR5AP2
Ostc,ENSMUSG00000041084.8,ENSG00000198856,OSTC
Mtg2,ENSMUSG00000039069.19,ENSG00000101181,MTG2
Olfr1022,ENSMUSG00000057761.1,ENSG00000255012,OR5M1
Olfr1022,ENSMUSG00000057761.1,ENSG00000254834,OR5M10
Sema6d,ENSMUSG00000027200.17,ENSG00000137872,SEMA6D
Disp2,ENSMUSG00000040035.14,ENSG00000140323,DISP2
Ephx2,ENSMUSG00000022040.8,ENSG00000120915,EPHX2
Cnih4,ENSMUSG00000062169.13,ENSG00000143771,CNIH4
Olfr1023,ENSMUSG00000050128.5,ENSG00000255012,OR5M1
Olfr1023,ENSMUSG00000050128.5,ENSG00000254834,OR5M10
Ruvbl1,ENSMUSG00000030079.15,ENSG00000175792,RUVBL1
Kctd10,ENSMUSG00000001098.15,ENSG00000110906,KCTD10
Bbs4,ENSMUSG00000025235.8,ENSG00000140463,BBS4
Mphosph8,ENSMUSG00000079184.10,ENSG00000196199,MPHOSPH8
Adpgk,ENSMUSG00000025236.11,ENSG00000159322,ADPGK
Dab2,ENSMUSG00000022150.16,ENSG00000153071,DAB2
Cnpy3,ENSMUSG00000023973.13,ENSG00000137161,CNPY3
Iars2,ENSMUSG00000026618.11,ENSG00000067704,IARS2
Kit,ENSMUSG00000005672.12,ENSG00000157404,KIT
Resp18,ENSMUSG00000033061.15,ENSG00000182698,RESP18
Tmem135,ENSMUSG00000039428.11,ENSG00000166575,TMEM135
Actr5,ENSMUSG00000037761.16,ENSG00000101442,ACTR5
Cog3,ENSMUSG00000034893.9,ENSG00000136152,COG3
Lfng,ENSMUSG00000029570.5,ENSG00000106003,LFNG
Glod4,ENSMUSG00000017286.15,ENSG00000167699,GLOD4
Nudt13,ENSMUSG00000021809.10,ENSG00000166321,NUDT13
Apbb1,ENSMUSG00000037032.16,ENSG00000166313,APBB1
Rfesd,ENSMUSG00000043190.14,ENSG00000175449,RFESD
Ccn3,ENSMUSG00000037362.8,ENSG00000136999,CCN3
Spry2,ENSMUSG00000022114.5,ENSG00000136158,SPRY2
Cyfip1,ENSMUSG00000030447.15,ENSG00000273749,CYFIP1
Ptcra,ENSMUSG00000036858.8,ENSG00000171611,PTCRA
Pus7l,ENSMUSG00000033356.3,ENSG00000129317,PUS7L
Trim52,ENSMUSG00000022113.6,ENSG00000183718,TRIM52
Rab3gap2,ENSMUSG00000039318.12,ENSG00000118873,RAB3GAP2
2310039H08Rik,ENSMUSG00000062619.6,ENSG00000221821,C6orf226
Zranb2,ENSMUSG00000028180.18,ENSG00000132485,ZRANB2
Vbp1,ENSMUSG00000031197.11,ENSG00000155959,VBP1
Tcf7l1,ENSMUSG00000055799.13,ENSG00000152284,TCF7L1
Cenpc1,ENSMUSG00000029253.12,ENSG00000145241,CENPC
Mlf1,ENSMUSG00000048416.15,ENSG00000178053,MLF1
Rpl7l1,ENSMUSG00000063888.7,ENSG00000146223,RPL7L1
A730046J19Rik,ENSMUSG00000085139.1,ENSG00000260802,SERTM2
Lrrc1,ENSMUSG00000032352.16,ENSG00000137269,LRRC1
Tonsl,ENSMUSG00000059323.14,ENSG00000160949,TONSL
Ncapd3,ENSMUSG00000035024.16,ENSG00000151503,NCAPD3
Gemin4,ENSMUSG00000049396.6,ENSG00000179409,GEMIN4
Mrm3,ENSMUSG00000038046.4,ENSG00000171861,MRM3
Slitrk1,ENSMUSG00000075478.3,ENSG00000178235,SLITRK1
Rab39b,ENSMUSG00000031202.5,ENSG00000155961,RAB39B
Mitf,ENSMUSG00000035158.15,ENSG00000187098,MITF
Vps53,ENSMUSG00000017288.15,ENSG00000141252,VPS53
Slitrk6,ENSMUSG00000045871.5,ENSG00000184564,SLITRK6
Vps28,ENSMUSG00000115987.1,ENSG00000160948,VPS28
Spocd1,ENSMUSG00000028784.14,ENSG00000134668,SPOCD1
Olfr1240,ENSMUSG00000111174.1,ENSG00000181961,OR4A16
Dach2,ENSMUSG00000025592.17,ENSG00000126733,DACH2
Slitrk5,ENSMUSG00000033214.10,ENSG00000165300,SLITRK5
Rexo2,ENSMUSG00000032026.7,ENSG00000076043,REXO2
Ddx11,ENSMUSG00000035842.10,ENSG00000013573,DDX11
Olfr1241,ENSMUSG00000075086.2,ENSG00000181961,OR4A16
Sypl2,ENSMUSG00000027887.11,ENSG00000143028,SYPL2
2010300C02Rik,ENSMUSG00000026090.16,ENSG00000196872,CRACDL
Robo1,ENSMUSG00000022883.11,ENSG00000169855,ROBO1
Rap1gds1,ENSMUSG00000028149.12,ENSG00000138698,RAP1GDS1
Phb2,ENSMUSG00000004264.17,ENSG00000215021,PHB2
Ids,ENSMUSG00000035847.15,ENSG00000241489,AC244197.3
Ids,ENSMUSG00000035847.15,ENSG00000010404,IDS
Stim1,ENSMUSG00000030987.5,ENSG00000167323,STIM1
Tmem266,ENSMUSG00000032313.11,ENSG00000169758,TMEM266
Chga,ENSMUSG00000021194.6,ENSG00000100604,CHGA
Mageb2,ENSMUSG00000073069.2,ENSG00000232030,MAGEB6B
Mageb2,ENSMUSG00000073069.2,ENSG00000176746,MAGEB6
Sun5,ENSMUSG00000027480.12,ENSG00000167098,SUN5
Rpl34,ENSMUSG00000062006.12,ENSG00000109475,RPL34
Hoxd1,ENSMUSG00000042448.5,ENSG00000128645,HOXD1
Scn3a,ENSMUSG00000057182.15,ENSG00000153253,SCN3A
Ppp1r16b,ENSMUSG00000037754.13,ENSG00000101445,PPP1R16B
Ddx27,ENSMUSG00000017999.16,ENSG00000124228,DDX27
Olfr1242,ENSMUSG00000075085.6,ENSG00000181961,OR4A16
Bicral,ENSMUSG00000036568.7,ENSG00000112624,BICRAL
Slc24a2,ENSMUSG00000037996.17,ENSG00000155886,SLC24A2
Tbccd1,ENSMUSG00000004462.7,ENSG00000113838,TBCCD1
Ap1g1,ENSMUSG00000031731.16,ENSG00000166747,AP1G1
Gm5072,ENSMUSG00000094861.1,ENSG00000232030,MAGEB6B
Gm5072,ENSMUSG00000094861.1,ENSG00000176746,MAGEB6
Epb41l5,ENSMUSG00000026383.14,ENSG00000115109,EPB41L5
Gm8914,ENSMUSG00000096072.1,ENSG00000232030,MAGEB6B
Gm8914,ENSMUSG00000096072.1,ENSG00000176746,MAGEB6
Dmrtb1,ENSMUSG00000028610.16,ENSG00000143006,DMRTB1
Ankfy1,ENSMUSG00000020790.14,ENSG00000185722,ANKFY1
Rbm7,ENSMUSG00000042396.10,ENSG00000076053,RBM7
Rbm7,ENSMUSG00000042396.10,ENSG00000255663,AP002373.1
Twf1,ENSMUSG00000022451.12,ENSG00000151239,TWF1
Irak4,ENSMUSG00000059883.16,ENSG00000198001,IRAK4
Gm5617,ENSMUSG00000042293.8,ENSG00000180425,C11orf71
Gm13083,ENSMUSG00000066688.4,ENSG00000116721,PRAMEF1
Gm13083,ENSMUSG00000066688.4,ENSG00000204479,PRAMEF17
Gm13083,ENSMUSG00000066688.4,ENSG00000270601,PRAMEF5
Gm13083,ENSMUSG00000066688.4,ENSG00000280267,PRAMEF26
Gm13083,ENSMUSG00000066688.4,ENSG00000116726,PRAMEF12
Gm13083,ENSMUSG00000066688.4,ENSG00000187545,PRAMEF10
Gm13083,ENSMUSG00000066688.4,ENSG00000237700,PRAMEF33
Gm13083,ENSMUSG00000066688.4,ENSG00000279804,PRAMEF18
Gm13083,ENSMUSG00000066688.4,ENSG00000204505,PRAMEF9
Gm13083,ENSMUSG00000066688.4,ENSG00000204478,PRAMEF20
Gm13083,ENSMUSG00000066688.4,ENSG00000182330,PRAMEF8
Gm13083,ENSMUSG00000066688.4,ENSG00000120952,PRAMEF2
Gm13083,ENSMUSG00000066688.4,ENSG00000239810,PRAMEF11
Gm13083,ENSMUSG00000066688.4,ENSG00000204481,PRAMEF14
Gm13083,ENSMUSG00000066688.4,ENSG00000204510,PRAMEF7
Gm13083,ENSMUSG00000066688.4,ENSG00000204501,PRAMEF15
Gm13083,ENSMUSG00000066688.4,ENSG00000243073,PRAMEF4
Gm13083,ENSMUSG00000066688.4,ENSG00000204480,PRAMEF19
Gm13083,ENSMUSG00000066688.4,ENSG00000274764,PRAMEF27
Gm13083,ENSMUSG00000066688.4,ENSG00000229571,PRAMEF25
Gm13083,ENSMUSG00000066688.4,ENSG00000232423,PRAMEF6
Gm13083,ENSMUSG00000066688.4,ENSG00000279169,PRAMEF13
Nectin4,ENSMUSG00000006411.12,ENSG00000143217,NECTIN4
Numb,ENSMUSG00000021224.15,ENSG00000133961,NUMB
Crcp,ENSMUSG00000025532.13,ENSG00000241258,CRCP
Pkig,ENSMUSG00000035268.14,ENSG00000168734,PKIG
Klhl31,ENSMUSG00000044938.8,ENSG00000124743,KLHL31
Gclc,ENSMUSG00000032350.9,ENSG00000001084,GCLC
Soat1,ENSMUSG00000026600.12,ENSG00000057252,SOAT1
Cyp2d40,ENSMUSG00000068083.2,ENSG00000205702,CYP2D7
Cyp2d40,ENSMUSG00000068083.2,ENSG00000100197,CYP2D6
Fzd4,ENSMUSG00000049791.4,ENSG00000174804,FZD4
Brip1,ENSMUSG00000034329.16,ENSG00000136492,BRIP1
Olfr211,ENSMUSG00000053391.5,ENSG00000256574,OR13A1
Fam57a,ENSMUSG00000069808.13,ENSG00000167695,TLCD3A
Nkx6-1,ENSMUSG00000035187.10,ENSG00000163623,NKX6-1
Gm13088,ENSMUSG00000078513.2,ENSG00000116721,PRAMEF1
Gm13088,ENSMUSG00000078513.2,ENSG00000204479,PRAMEF17
Gm13088,ENSMUSG00000078513.2,ENSG00000270601,PRAMEF5
Gm13088,ENSMUSG00000078513.2,ENSG00000280267,PRAMEF26
Gm13088,ENSMUSG00000078513.2,ENSG00000116726,PRAMEF12
Gm13088,ENSMUSG00000078513.2,ENSG00000187545,PRAMEF10
Gm13088,ENSMUSG00000078513.2,ENSG00000237700,PRAMEF33
Gm13088,ENSMUSG00000078513.2,ENSG00000279804,PRAMEF18
Gm13088,ENSMUSG00000078513.2,ENSG00000204505,PRAMEF9
Gm13088,ENSMUSG00000078513.2,ENSG00000204478,PRAMEF20
Gm13088,ENSMUSG00000078513.2,ENSG00000182330,PRAMEF8
Gm13088,ENSMUSG00000078513.2,ENSG00000120952,PRAMEF2
Gm13088,ENSMUSG00000078513.2,ENSG00000239810,PRAMEF11
Gm13088,ENSMUSG00000078513.2,ENSG00000204481,PRAMEF14
Gm13088,ENSMUSG00000078513.2,ENSG00000204510,PRAMEF7
Gm13088,ENSMUSG00000078513.2,ENSG00000204501,PRAMEF15
Gm13088,ENSMUSG00000078513.2,ENSG00000243073,PRAMEF4
Gm13088,ENSMUSG00000078513.2,ENSG00000204480,PRAMEF19
Gm13088,ENSMUSG00000078513.2,ENSG00000274764,PRAMEF27
Gm13088,ENSMUSG00000078513.2,ENSG00000229571,PRAMEF25
Gm13088,ENSMUSG00000078513.2,ENSG00000232423,PRAMEF6
Gm13088,ENSMUSG00000078513.2,ENSG00000279169,PRAMEF13
Mtx2,ENSMUSG00000027099.9,ENSG00000128654,MTX2
Adgra3,ENSMUSG00000029090.12,ENSG00000152990,ADGRA3
Gm13089,ENSMUSG00000070617.2,ENSG00000116721,PRAMEF1
Gm13089,ENSMUSG00000070617.2,ENSG00000204479,PRAMEF17
Gm13089,ENSMUSG00000070617.2,ENSG00000270601,PRAMEF5
Gm13089,ENSMUSG00000070617.2,ENSG00000280267,PRAMEF26
Gm13089,ENSMUSG00000070617.2,ENSG00000116726,PRAMEF12
Gm13089,ENSMUSG00000070617.2,ENSG00000187545,PRAMEF10
Gm13089,ENSMUSG00000070617.2,ENSG00000237700,PRAMEF33
Gm13089,ENSMUSG00000070617.2,ENSG00000279804,PRAMEF18
Gm13089,ENSMUSG00000070617.2,ENSG00000204505,PRAMEF9
Gm13089,ENSMUSG00000070617.2,ENSG00000204478,PRAMEF20
Gm13089,ENSMUSG00000070617.2,ENSG00000182330,PRAMEF8
Gm13089,ENSMUSG00000070617.2,ENSG00000120952,PRAMEF2
Gm13089,ENSMUSG00000070617.2,ENSG00000239810,PRAMEF11
Gm13089,ENSMUSG00000070617.2,ENSG00000204481,PRAMEF14
Gm13089,ENSMUSG00000070617.2,ENSG00000204510,PRAMEF7
Gm13089,ENSMUSG00000070617.2,ENSG00000204501,PRAMEF15
Gm13089,ENSMUSG00000070617.2,ENSG00000243073,PRAMEF4
Gm13089,ENSMUSG00000070617.2,ENSG00000204480,PRAMEF19
Gm13089,ENSMUSG00000070617.2,ENSG00000274764,PRAMEF27
Gm13089,ENSMUSG00000070617.2,ENSG00000229571,PRAMEF25
Gm13089,ENSMUSG00000070617.2,ENSG00000232423,PRAMEF6
Gm13089,ENSMUSG00000070617.2,ENSG00000279169,PRAMEF13
Rpl4,ENSMUSG00000032399.8,ENSG00000174444,RPL4
Gm13078,ENSMUSG00000046435.7,ENSG00000116721,PRAMEF1
Gm13078,ENSMUSG00000046435.7,ENSG00000204479,PRAMEF17
Gm13078,ENSMUSG00000046435.7,ENSG00000270601,PRAMEF5
